Country Name,Country Code,Indicator Name,Indicator Code,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Georgia,GEO,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,53.39665214,53.4312542,53.47554565,53.52544746,53.56499475,53.54118211,53.46394709,53.39110902,53.32605297,53.25388394,53.17537602,53.10028014,53.02725087,52.95682873,52.89181664,52.83385759,52.82440018,52.85688753,52.88397846,52.90227737,52.91521807,52.9345544,52.9608233,52.98290571,52.99628644
Ghana,GHA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.39820017,50.38843047,50.37134063,50.34553853,50.32003544,50.29800491,50.27763064,50.25815276,50.23859902,50.22099415,50.20451501,50.18918059,50.17447504,50.16054947,50.15240092,50.144936,50.13763834,50.13198566,50.12736047,50.12424285,50.12080248,50.11885875,50.12083597,50.12481485,50.12791602
Gibraltar,GIB,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.80098422,49.94403322,50.09913125,50.25431983,50.30116162,50.24557436,50.20197799,50.17321214,50.15040389,50.15002,50.13816698,50.11518868,50.10555947,50.08674805,50.04975124,50.03856715,50.07395538,50.11377614,50.11515431,50.10122078,50.08270032,50.07189842,50.05350209,50.0535676,50.05053754
Guinea,GIN,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.65416585,50.65928048,50.70630602,50.85588352,50.95733283,50.94138861,50.94792021,50.98662883,51.0175149,51.01614294,51.0029515,50.98877663,50.9736895,50.95557325,50.9405218,50.92619645,50.90411365,50.87096179,50.82727034,50.78367906,50.73902832,50.68939803,50.64021598,50.59158702,50.54583764
"Gambia, The",GMB,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.5885979,50.63362022,50.67521646,50.7133399,50.74847772,50.75035578,50.72133232,50.69243686,50.66277332,50.62913519,50.59196657,50.55611492,50.5200862,50.48343219,50.45162236,50.42084947,50.39143105,50.36506944,50.34088467,50.32013513,50.30033752,50.28297453,50.27057162,50.25902339,50.24615742
Guinea-Bissau,GNB,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.24701137,51.2626878,51.25722164,51.23685759,51.21398982,51.18735715,51.15756465,51.12628496,51.09381221,51.05875475,51.02366183,50.99077001,50.95959725,50.92786465,50.89467828,50.86163888,50.82902687,50.79760459,50.7679259,50.73873859,50.71095168,50.68428288,50.66017537,50.63785927,50.61375421
Equatorial Guinea,GNQ,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.8920179,49.72466868,49.52414461,49.29748217,49.08362783,48.88214355,48.69372122,48.52172827,48.36915104,48.23727306,48.12512123,48.02948396,47.94723551,47.82987416,47.68078376,47.54678879,47.42812406,47.32700655,47.24185036,47.17328396,47.11991484,47.07884131,47.10983184,47.1769373,47.22539984
Greece,GRC,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.19853329,50.18081908,50.17549655,50.18037095,50.1929552,50.21452255,50.24618332,50.2895591,50.34219505,50.40145632,50.46655462,50.53827526,50.61043887,50.67987614,50.74868873,50.80999092,50.86175796,50.90587353,50.93820856,50.96089421,50.97935527,50.99159979,51.00006355,51.01284637,51.06007518
Grenada,GRD,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.8173258,49.76456381,49.70306799,49.65535132,49.61332705,49.58524922,49.57905694,49.57099062,49.56842181,49.56366077,49.55280144,49.53774426,49.52428555,49.54315251,49.59451998,49.63615375,49.67788967,49.72264246,49.77160195,49.81682255,49.8596497,49.90058994,49.93086048,49.95907231,49.99840559
Greenland,GRL,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,46.49787075,46.49591844,46.51502207,46.55233569,46.60125519,46.66126075,46.7168431,46.75233357,46.78495362,46.83289836,46.86627311,46.89947202,46.95036468,47.01357305,47.07023257,47.11440746,47.15564849,47.19026747,47.21010087,47.22679159,47.23498596,47.24392555,47.29232856,47.38367441,47.49052527
Guatemala,GTM,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.26887441,50.28439821,50.2990995,50.31280201,50.32578901,50.33912721,50.35310816,50.36696629,50.38084889,50.39448459,50.40744447,50.4197193,50.43075692,50.44026499,50.44831193,50.45515489,50.46060327,50.46472722,50.46782875,50.47007541,50.47142534,50.47107686,50.47850227,50.49562191,50.51023016
Guam,GUM,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.02051075,49.21304334,49.3145554,49.3078428,49.28243204,49.26156012,49.2427014,49.22763486,49.21572795,49.21493296,49.21900137,49.2283388,49.24896152,49.27527483,49.30585605,49.3361428,49.3664313,49.40051673,49.43390398,49.46502497,49.49785983,49.53150204,49.58547784,49.64112728,49.67515456
Guyana,GUY,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.2277662,50.18231853,50.13589337,50.09035165,50.04583578,50.03852414,50.07075,50.1049744,50.13799387,50.16992258,50.20115362,50.23241017,50.26486365,50.29896672,50.3336174,50.44151882,50.61595095,50.78069642,50.93987909,51.09321692,50.85510888,50.82071679,51.09156776,51.07492602,51.03619767
"Hong Kong SAR, China",HKG,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.31929908,50.5187245,50.71570501,50.92862766,51.16375063,51.40533078,51.64893049,51.89193288,52.12223955,52.3297297,52.52607657,52.72434861,52.92773663,53.11534021,53.26546918,53.40473332,53.55267952,53.70277025,53.77960273,53.78692998,53.80128864,53.81777404,53.8434024,53.878644,53.92667647
Honduras,HND,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.47421248,49.46185679,49.45772884,49.45412023,49.44940874,49.44316631,49.43895142,49.43508677,49.43012446,49.42543734,49.42124425,49.41819206,49.41702887,49.4184172,49.4220612,49.42779307,49.43373278,49.44012618,49.44786899,49.45608331,49.46485446,49.47403957,49.48528236,49.49865956,49.5118884
Croatia,HRV,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.85073516,51.92265308,52.00145808,52.0437636,52.04554317,52.04105947,52.03035998,52.01498708,51.99422306,51.96866122,51.94143203,51.90900316,51.86788601,51.8228603,51.7770244,51.72881235,51.67552449,51.61796694,51.56234352,51.50428137,51.44477146,51.38933282,51.33713087,51.31078154,51.29365679
Haiti,HTI,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.38059045,50.36809255,50.35781932,50.34885983,50.34146329,50.33576574,50.32911383,50.32470725,50.32510321,50.32644696,50.32842495,50.33110881,50.3118701,50.29553022,50.30375804,50.31326727,50.32504413,50.33805681,50.35280971,50.36913832,50.38567814,50.40402536,50.42458075,50.44492853,50.46428156
Hungary,HUN,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,52.33620769,52.37616732,52.41191113,52.44280408,52.47121197,52.49662435,52.51549533,52.51797161,52.51472522,52.51769415,52.51636403,52.5075238,52.49835658,52.46498001,52.42132055,52.39738408,52.37076254,52.33222534,52.29538067,52.25451865,52.19060104,52.12146263,52.07965727,52.06604965,51.98956428
Indonesia,IDN,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.72279971,49.7141598,49.70630009,49.69846615,49.69070681,49.68375421,49.67566962,49.66569939,49.66064442,49.65627847,49.64978541,49.64555196,49.64159076,49.63517337,49.62907301,49.6271043,49.62683121,49.62509761,49.62393878,49.62344941,49.6243418,49.62645884,49.63267731,49.64351776,49.654228
Isle of Man,IMN,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.3353317,51.23346012,51.11828697,51.01442446,50.92831323,50.84617457,50.76070516,50.6806019,50.6045271,50.51787916,50.43843067,50.38654043,50.3483323,50.34973325,50.38416846,50.41714204,50.44459807,50.4575742,50.4613541,50.4582436,50.4529991,50.45691206,50.46641125,50.47055054,50.47385795
India,IND,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.27985792,48.27060711,48.26291454,48.25705407,48.2538354,48.25233442,48.25233719,48.25414571,48.25785093,48.26338432,48.27015696,48.27789879,48.28639484,48.29568755,48.30552804,48.31490115,48.32272625,48.32863253,48.33373349,48.33923196,48.34568866,48.35378254,48.36693679,48.38575642,48.40570567
Ireland,IRL,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.35805089,50.34081451,50.31414585,50.30770291,50.32822684,50.31766701,50.23747791,50.10438667,49.98750828,49.99341718,50.10771738,50.23805545,50.33405274,50.40784456,50.45903758,50.48369607,50.52454833,50.53238915,50.50992538,50.49339313,50.47451581,50.46712441,50.45980495,50.44808751,50.43925983
"Iran, Islamic Rep.",IRN,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.22421608,49.25861591,49.29310876,49.32660442,49.35308904,49.33489883,49.27980026,49.23102728,49.19677882,49.1832166,49.18273715,49.18380976,49.18514915,49.19855032,49.22410506,49.24944679,49.2806266,49.31615632,49.34277125,49.36404412,49.38660715,49.41077722,49.4388963,49.47104772,49.50389139
Iraq,IRQ,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.35229376,50.31209366,50.27862031,50.24719709,50.21717294,50.20128507,50.20357553,50.2139227,50.23649218,50.2685524,50.28396679,50.27124003,50.24545916,50.21530783,50.18107634,50.1471825,50.11316456,50.07585053,50.05215652,50.03984234,50.01497634,49.98329785,49.9551519,49.92968189,49.90491306
Iceland,ISL,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.91997375,49.94128792,49.94812799,49.94355591,49.9673382,49.97670815,49.92013299,49.72814102,49.34653205,49.05580514,49.12799207,49.45138018,49.70329812,49.78937841,49.83098583,49.84785078,49.83152446,49.75533136,49.57622701,49.24075755,48.90861492,48.72468637,48.70387188,48.74289495,48.74349355
Israel,ISR,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.75791753,50.73871121,50.71905022,50.70187763,50.68393267,50.66372881,50.64295164,50.62011068,50.59618034,50.57490625,50.55674433,50.54048757,50.5132262,50.47405751,50.43487275,50.39560349,50.35697545,50.32071319,50.28325131,50.24794636,50.21884393,50.1902957,50.16549835,50.14469005,50.12234036
Italy,ITA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.59580987,51.60871351,51.61705242,51.62044673,51.61431381,51.59555543,51.56906175,51.55047581,51.54822694,51.55710724,51.56840204,51.57940502,51.59653441,51.60683832,51.58959494,51.55972469,51.53721087,51.50355854,51.45185288,51.38992493,51.3272189,51.29538722,51.28128585,51.26080917,51.23626902
Jamaica,JAM,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.54062246,50.5105977,50.48616016,50.46623283,50.45196729,50.44377141,50.44151254,50.44311196,50.44433125,50.44181872,50.4342265,50.42512106,50.41845045,50.41211957,50.39892138,50.37843533,50.35752725,50.34330609,50.33965522,50.34361496,50.35220772,50.363551,50.37402019,50.38531383,50.39999972
Jordan,JOR,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,47.85089102,47.96899475,48.08092047,48.18240625,48.2707526,48.34244699,48.38953927,48.42165249,48.45633678,48.48882135,48.51948771,48.54913942,48.57748767,48.60466555,48.63038857,48.42131337,48.05245445,47.9188974,47.9575311,47.99583099,48.03401382,48.07207579,48.11127487,48.15203747,48.19259376
Japan,JPN,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.9667893,50.99376862,51.02078161,51.0481398,51.07610932,51.10527608,51.13503672,51.1648556,51.19255485,51.2167522,51.23922691,51.26023984,51.27839194,51.29303568,51.30495962,51.31538781,51.32521711,51.33441576,51.34384492,51.35537699,51.36827068,51.38098763,51.38989806,51.39528585,51.40053352
Kazakhstan,KAZ,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,52.2687168,52.35316924,52.3889371,52.41771225,52.43969882,52.45468035,52.46874372,52.48116918,52.48906195,52.48267289,52.46385998,52.4356817,52.39678498,52.35337357,52.31339032,52.27227655,52.22641181,52.18224089,52.12958692,52.07433174,52.02556098,51.98027563,51.94719305,51.91618874,51.87596163
Kenya,KEN,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.45677591,50.44562965,50.42993548,50.4104091,50.38978093,50.36952809,50.34987231,50.3313282,50.31575004,50.30227706,50.29036876,50.28211463,50.27952405,50.28525294,50.29576585,50.30568377,50.31832548,50.33553684,50.34927269,50.36351843,50.38409872,50.39946263,50.40817316,50.42188361,50.43717469
Kyrgyz Republic,KGZ,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.33662148,51.31132747,51.28785524,51.26718277,51.25221793,51.24109048,51.22599785,51.20879303,51.19386443,51.17565158,51.15569137,51.13696959,51.11543619,51.09258517,51.06870622,51.04104162,51.01245748,50.98083172,50.95180549,50.92963688,50.91077456,50.89797131,50.89270233,50.89483455,50.90173276
Cambodia,KHM,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.88943196,50.88980542,50.84917774,50.81049963,50.77479074,50.74136808,50.70625292,50.66911218,50.63272665,50.59767225,50.56129252,50.54043801,50.53527921,50.53063751,50.52588688,50.52221437,50.51977155,50.51648699,50.5145353,50.51164229,50.50932161,50.50968839,50.505609,50.49698225,50.50331462
Kiribati,KIR,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.74063283,50.79334166,50.82408304,50.87539075,50.92316017,50.92787003,50.93843532,50.97286174,51.00366696,51.01178454,51.02244965,51.03871844,51.07273485,51.11539897,51.15931122,51.20950305,51.26146889,51.30283531,51.33276518,51.36089463,51.38187975,51.39285743,51.3731289,51.32920527,51.2748415
St. Kitts and Nevis,KNA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.44992087,50.40044618,50.34425112,50.29791676,50.30693412,50.35644289,50.41863461,50.48047084,50.55041174,50.62214187,50.69132242,50.76555429,50.8258971,50.86063765,50.89362415,50.9535872,51.03057189,51.11948106,51.20950866,51.30271006,51.39130253,51.4797116,51.57214223,51.65525354,51.71538284
"Korea, Rep.",KOR,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.74669007,49.74678015,49.74737752,49.77332311,49.82291247,49.87311037,49.92585478,49.97794823,50.01992847,50.05408373,50.08891575,50.12438354,50.15174633,50.13174326,50.07425024,50.01911744,49.96612507,49.91989611,49.91663611,49.94934058,49.98156236,50.01438214,50.04011018,50.05809651,50.07806884
Kuwait,KWT,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,41.77530194,41.6116845,41.45385216,41.30003203,41.1483742,40.99702785,40.84479965,40.95234729,41.39791293,41.89508487,42.33834918,42.73177013,43.07042709,43.10841093,42.9037875,42.7195478,42.16314191,40.15794848,39.16115892,39.19970016,38.48213593,38.34360857,38.74339402,39.04410564,39.18893816
Lebanon,LBN,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.57181706,50.54667978,50.52316299,50.50170874,50.48472271,50.46922099,50.45382342,50.44065919,50.43732192,50.43737452,50.42938138,50.4169852,50.40089675,50.38142292,50.35971973,50.33766514,50.3161447,50.40250416,50.60804948,50.83114921,51.07131952,51.32879169,51.4688086,51.48095771,51.5030496
Liberia,LBR,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.79890907,50.79299419,50.78411895,50.76836702,50.74908539,50.73828923,50.72496026,50.69760507,50.66642125,50.63252531,50.59693907,50.56214159,50.52863763,50.48874114,50.45224321,50.42320252,50.39407903,50.36642009,50.33993137,50.31320942,50.28861468,50.26482918,50.24253162,50.22210815,50.20062493
Libya,LBY,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,47.07482209,47.15055245,47.3719589,47.7341944,48.08766391,48.43147878,48.763117,49.07788405,49.22610674,49.21288983,49.19126513,49.17552004,49.16794363,49.12403291,49.09049093,49.11668258,49.15278781,49.20443103,49.25852361,49.28782312,49.29870405,49.32307194,49.35394688,49.37835519,49.39974379
St. Lucia,LCA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.59768576,50.58133657,50.57617555,50.56104213,50.51885364,50.46704325,50.41859729,50.37185735,50.33038986,50.28355162,50.22719723,50.17149121,50.1389417,50.13506056,50.14671565,50.16956167,50.20022425,50.23373932,50.27010481,50.3107308,50.35359327,50.39729426,50.44215201,50.49345676,50.54515532
Liechtenstein,LIE,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.63684374,50.71592825,50.77211894,50.78799137,50.78206156,50.75588235,50.72594752,50.72392567,50.71225888,50.6799431,50.63981243,50.58724597,50.55391638,50.53469286,50.51088892,50.49448459,50.46096614,50.41895329,50.37889867,50.33914857,50.33917393,50.36380645,50.40251832,50.42649658,50.41065934
Sri Lanka,LKA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.0936005,50.16041157,50.22290516,50.31416827,50.43154081,50.54580644,50.65409277,50.75627739,50.86063374,50.97176579,51.08791474,51.21005628,51.32811159,51.43179377,51.50376024,51.5518256,51.59731249,51.63772537,51.67587268,51.71202725,51.74423826,51.77357487,51.80221541,51.82160688,51.83821396
Lesotho,LSO,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.07318098,51.08680336,51.09379925,51.0948635,51.09339816,51.09285861,51.0944986,51.09900557,51.1093799,51.07758393,51.03297521,51.00850152,50.97004222,50.92573553,50.87627597,50.82878522,50.78735535,50.75540908,50.72961445,50.70701096,50.68700561,50.66922706,50.65946497,50.65874657,50.66858933
Lithuania,LTU,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,53.41199451,53.46788503,53.53217561,53.60499665,53.68028718,53.74981807,53.81396725,53.87870817,53.94350531,54.00795375,54.05222341,54.05940426,54.04258464,54.00487387,53.94929915,53.87995928,53.79840644,53.70273959,53.59970249,53.48692524,53.36626186,53.25215166,53.15340711,53.07133904,53.03152119
Luxembourg,LUX,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.72620132,50.65808934,50.67190355,50.70186969,50.68612039,50.6268957,50.53955106,50.49090049,50.4616811,50.44053781,50.39712669,50.32297717,50.25716371,50.16325554,50.05493936,49.97274733,49.91916471,49.8510734,49.78940638,49.75657532,49.72405591,49.70248704,49.68234404,49.67066622,49.6696258
